"NYA194905190","19490519",0,"Thursday",0,"F","D","CLE","NYA","NYC16","groms101","portb102","grieb901","papaj901","(none)","mckib901","","",18571,"3","R.STIEGLITZ","R.STIEGLITZ","1994/12/08 6:35PM","",1,0,0,0,-1,0,0,0,120,9,3,2,7,8,1,0,9,7,"groms101","portb102","","","tuckt102",8,"vernm101",3,"mitcd101",7,"boudl101",6,"dobyl101",9,"rosea101",5,"beraj101",4,"hegaj101",2,"groms101",1,"colej106",4,"rizzp101",6,"woodg101",7,"henrt101",9,"berry101",2,"browb105",5,"kryhd101",3,"mapec101",8,"portb102",1,"",""
"NYA194905210","19490521",0,"Saturday",200,"F","D","CHA","NYA","NYC16","wighb101","sheas101","papaj901","hubbc901","(none)","mckib901","","",25918,"276","Comly","Comly","2011/05/02 5:11AM","",0,0,0,0,-1,0,0,0,133,9,3,4,3,7,1,2,6,4,"sanff101","wighb101","","","bakef103",5,"goldg101",3,"appll101",6,"zerng101",7,"michc101",4,"boweb101",8,"rappe101",9,"tiptj101",2,"wighb101",1,"colej106",4,"rizzp101",6,"baueh101",8,"henrt101",9,"berry101",2,"johnb108",5,"lindj101",7,"philj101",3,"sheas101",1,"","sanff101"
"NYA194905230","19490523",0,"Monday",0,"F","N","SLA","NYA","NYC16","garvn102","lopae101","stevj901","grieb901","honoj901","summb901","","",37376,"206","D Lamoureaux","D Lamoureaux","2003/06/29 10:37AM","",0,0,0,0,-1,0,0,0,158,9,3,10,5,13,3,1,6,8,"reyna102","garvn102","","","dillb102",5,"spens101",8,"pridj101",4,"sievr101",7,"kokod101",9,"lolls101",2,"grahj101",3,"pelle101",6,"garvn102",1,"colej106",4,"rizzp101",6,"woodg101",7,"henrt101",9,"berry101",2,"browb105",5,"kryhd101",3,"mapec101",8,"lopae101",1,"shorr101","reyna102"
"NYA194905240","19490524",0,"Tuesday",0,"F","D","SLA","NYA","NYC16","drewk101","rascv101","grieb901","honoj901","summb901","stevj901","","",9859,"210","Comly","Comly","2011/05/27 11:41PM","",0,0,0,0,-1,0,0,0,150,9,3,13,4,15,4,1,9,9,"rascv101","drewk101","marsc101","","dillb102",5,"spens101",8,"pridj101",4,"kokod101",9,"sievr101",7,"grahj101",3,"lolls101",2,"pelle101",6,"drewk101",1,"colej106",4,"rizzp101",6,"woodg101",7,"henrt101",9,"berry101",2,"browb105",5,"kryhd101",3,"mapec101",8,"rascv101",1,"stard102","marsc101"
"NYA194905250","19490525",0,"Wednesday",0,"F","D","DET","NYA","NYC16","newhh101","byrnt101","honoj901","summb901","(none)","grieb901","","",18771,"253","D Lamoureaux","D Lamoureaux","2007/03/01 4:27PM","",0,0,0,0,-1,0,0,0,137,9,2,6,5,15,1,2,8,5,"byrnt101","newhh101","","","kolld101",4,"campp101",3,"kellg102",5,"wertv101",9,"everh101",7,"grotj102",8,"lipoj101",6,"swifb102",2,"newhh101",1,"stirs101",4,"rizzp101",6,"baueh101",8,"henrt101",9,"berry101",2,"johnb108",5,"lindj101",7,"philj101",3,"byrnt101",1,"stuam101",""
"NYA194905270","19490527",0,"Friday",0,"F","N","PHA","NYA","NYC16","colej101","lopae101","honoj901","boyej901","romme101","passa901","","",50581,"210","Comly","Comly","2011/05/28 12:32AM","",0,0,0,0,-1,0,0,4,117,9,0,3,6,5,1,1,9,3,"lopae101","colej101","","","joose101",6,"valoe101",7,"fainf101",3,"chaps101",8,"majeh101",5,"whitd106",9,"rosab101",2,"sudep101",4,"colej101",1,"stirs101",4,"rizzp101",6,"woodg101",7,"henrt101",9,"berry101",2,"browb105",5,"kryhd101",3,"mapec101",8,"lopae101",1,"",""
"NYA194905280","19490528",0,"Saturday",0,"F","D","PHA","NYA","NYC16","brisl101","rascv101","boyej901","romme101","(none)","passa901","","",25683,"276","Comly","Comly","2011/05/02 5:59AM","",0,0,0,0,-1,0,0,0,206,14,1,2,10,6,4,0,13,9,"pagej101","brisl101","","","joose101",6,"valoe101",7,"fainf101",3,"chaps101",8,"majeh101",5,"wrigt102",9,"rosab101",2,"sudep101",4,"brisl101",1,"stirs101",4,"rizzp101",6,"baueh101",8,"henrt101",9,"berry101",2,"johnb108",5,"lindj101",7,"philj101",3,"rascv101",1,"","pagej101"
"NYA194905290","19490529",0,"Sunday",0,"F","D","PHA","NYA","NYC16","kella103","portb102","romme101","passa901","(none)","boyej901","","",41099,"227","Comly","Comly","2011/05/16 10:21PM","",0,0,0,0,-1,0,0,0,130,9,3,1,9,6,0,1,7,7,"kella103","portb102","","","joose101",6,"valoe101",7,"fainf101",3,"chaps101",8,"majeh101",5,"wrigt102",9,"rosab101",2,"sudep101",4,"kella103",1,"stirs101",4,"rizzp101",6,"baueh101",8,"henrt101",9,"berry101",2,"johnb108",5,"lindj101",7,"philj101",3,"portb102",1,"","sanff101"
"NYA194906140","19490614",0,"Tuesday",0,"F","N","CHA","NYA","NYC16","wighb101","rascv101","berrc103","papaj901","(none)","hubbc901","","",37683,"30","DWV","DWV","2013/06/09 8:43PM","",0,0,0,0,-1,0,0,0,169,9,3,15,7,10,1,3,9,6,"rascv101","wighb101","","","adamh101",8,"phild102",9,"appll101",6,"soucb101",7,"michc101",4,"kresc101",3,"bakef103",5,"wheed101",2,"wighb101",1,"rizzp101",6,"baueh101",8,"lindj101",7,"henrt101",9,"berry101",2,"johnb108",5,"philj101",3,"colej106",4,"rascv101",1,"shouc101",""
"NYA194906150","19490615",0,"Wednesday",0,"F","D","CHA","NYA","NYC16","gumpr101","reyna102","papaj901","hubbc901","(none)","berrc103","","",11576,"276","Comly","Comly","2011/05/03 5:41AM","",0,0,0,0,-1,0,0,0,160,9,4,9,9,12,2,1,14,9,"reyna102","gumpr101","pagej101","","adamh101",8,"phild102",9,"appll101",6,"soucb101",7,"michc101",4,"kresc101",3,"tiptj101",2,"bakef103",5,"gumpr101",1,"rizzp101",6,"kryhd101",3,"lindj101",7,"henrt101",9,"berry101",2,"browb105",5,"mapec101",8,"colej106",4,"reyna102",1,"getta101","pagej101"
"NYA194906161","19490616",1,"Thursday",0,"F","D","CHA","NYA","NYC16","pierb101","byrnt101","hubbc901","berrc103","(none)","papaj901","","",0,"NY Sun","Mark Pankin","Mark Pankin","2013/10/11 4:51PM","",1,0,0,0,-1,0,0,0,177,9,10,6,11,6,0,1,10,9,"surkm101","byrnt101","","","hancf101",6,"phild102",9,"kresc101",3,"metkg101",8,"michc101",4,"soucb101",7,"tiptj101",2,"bakef103",5,"pierb101",1,"rizzp101",6,"baueh101",8,"lindj101",7,"henrt101",9,"berry101",2,"johnb108",5,"philj101",3,"colej106",4,"byrnt101",1,"surkm101","pagej101"
"NYA194906162","19490616",2,"Thursday",0,"F","D","CHA","NYA","NYC16","kuzab101","sanff101","berrc103","papaj901","(none)","hubbc901","","",21801,"227","Comly","Comly","2011/05/16 11:35PM","",0,0,0,0,-1,0,0,0,140,9,4,5,8,10,0,4,9,7,"sanff101","kuzab101","","","hancf101",6,"phild102",9,"kresc101",3,"metkg101",8,"michc101",4,"soucb101",7,"tiptj101",2,"bakef103",5,"kuzab101",1,"rizzp101",6,"baueh101",8,"lindj101",7,"henrt101",9,"johnb108",5,"silvc101",2,"philj101",3,"colej106",4,"sanff101",1,"",""
"NYA194906170","19490617",0,"Friday",0,"F","D","CLE","NYA","NYC16","lemob101","lopae101","papaj901","hubbc901","grieb901","berrc103","","",19237,"3","R.STIEGLITZ","R.STIEGLITZ","1995/02/06 10:43AM","",1,0,0,0,-1,0,0,0,162,9,10,4,8,6,1,0,6,9,"lemob101","lopae101","benta101","","mitcd101",7,"boonr101",6,"keltk101",5,"dobyl101",8,"gordj101",4,"boudl101",3,"kennb104",9,"hegaj101",2,"lemob101",1,"rizzp101",6,"kryhd101",3,"woodg101",7,"henrt101",9,"berry101",2,"browb105",5,"mapec101",8,"colej106",4,"lopae101",1,"benta101","byrnt101"
"NYA194906180","19490618",0,"Saturday",0,"F","D","CLE","NYA","NYC16","paigs101","rascv101","hubbc901","grieb901","(none)","(none)","","",48493,"3","R.STIEGLITZ","R.STIEGLITZ","1995/02/06 4:40PM","",1,0,0,0,-1,0,0,0,151,9,3,6,7,7,1,0,6,8,"rascv101","paigs101","","","mitcd101",7,"boonr101",6,"keltk101",5,"dobyl101",8,"gordj101",4,"boudl101",3,"kennb104",9,"hegaj101",2,"paigs101",1,"colej106",4,"rizzp101",6,"woodg101",7,"henrt101",9,"berry101",2,"browb105",5,"kryhd101",3,"mapec101",8,"rascv101",1,"papif101",""
"NYA194906190","19490619",0,"Sunday",0,"F","D","CLE","NYA","NYC16","fellb101","reyna102","grieb901","berrc103","papaj901","hubbc901","","",49031,"3","R.STIEGLITZ","R.STIEGLITZ","1995/02/06 10:00AM","",1,0,0,0,-1,0,0,0,199,11,4,2,10,6,0,1,11,4,"fellb101","pagej101","","","mitcd101",7,"vernm101",3,"keltk101",5,"dobyl101",8,"gordj101",4,"boudl101",6,"kennb104",9,"hegaj101",2,"fellb101",1,"colej106",4,"rizzp101",6,"woodg101",7,"henrt101",9,"berry101",2,"browb105",5,"kryhd101",3,"mapec101",8,"reyna102",1,"","pagej101"
"NYA194906200","19490620",0,"Monday",0,"F","N","SLA","NYA","NYC16","kennb103","sanff101","boyej901","romme101","(none)","passa901","","",28443,"45","Dave Lamoureaux","David W. Smith","2011/04/19 3:05PM","",1,0,0,0,-1,0,0,0,133,9,1,4,7,9,0,0,7,8,"sanff101","kennb103","","","spens101",8,"dillb102",5,"kokod101",9,"grahj101",3,"sievr101",7,"pridj101",4,"mossl101",2,"andea101",6,"kennb103",1,"colej106",4,"rizzp101",6,"lindj101",7,"henrt101",9,"johnb108",5,"baueh101",8,"philj101",3,"silvc101",2,"sanff101",1,"ferrt101",""
"NYA194906221","19490622",1,"Wednesday",0,"F","D","SLA","NYA","NYC16","embrr101","lopae101","romme101","passa901","(none)","boyej901","","",0,"45","Dave Lamoureaux","David W. Smith","2011/04/19 5:49PM","",1,0,0,0,-1,0,0,0,155,9,5,1,10,11,0,1,7,17,"embrr101","lopae101","","","dillb102",5,"spens101",8,"pridj101",4,"kokod101",9,"sievr101",7,"grahj101",3,"mossl101",2,"andea101",6,"embrr101",1,"colej106",4,"rizzp101",6,"kellc101",7,"henrt101",9,"berry101",2,"browb105",5,"mapec101",8,"philj101",3,"lopae101",1,"","sheas101"
"NYA194906222","19490622",2,"Wednesday",0,"F","D","SLA","NYA","NYC16","papaa101","rascv101","passa901","boyej901","(none)","romme101","","",20104,"45","Dave Lamoureaux","David W. Smith","2011/04/19 7:35PM","",1,0,0,0,-1,0,0,0,172,9,8,10,14,11,0,1,9,4,"marsc101","drewk101","","","dillb102",5,"lehnp101",8,"pridj101",4,"kokod101",9,"sievr101",7,"grahj101",3,"lolls101",2,"andea101",6,"papaa101",1,"colej106",4,"rizzp101",6,"woodg101",7,"henrt101",9,"berry101",2,"browb105",5,"mapec101",8,"philj101",3,"rascv101",1,"ferrt101","marsc101"
"NYA194906230","19490623",0,"Thursday",0,"F","N","DET","NYA","NYC16","trucv101","byrnt101","boyej901","romme101","(none)","passa901","","",55591,"45","Dave Lamoureaux","David W. Smith","2011/04/19 8:19PM","",1,0,0,0,-1,0,0,0,150,9,0,12,1,17,2,0,5,7,"byrnt101","trucv101","","","campp101",3,"lakee101",5,"wertv101",9,"everh101",7,"grotj102",8,"kolld101",4,"lipoj101",6,"swifb102",2,"trucv101",1,"colej106",4,"rizzp101",6,"woodg101",7,"henrt101",3,"berry101",2,"browb105",5,"kellc101",9,"mapec101",8,"byrnt101",1,"stuam101",""
"NYA194906240","19490624",0,"Friday",0,"F","D","DET","NYA","NYC16","grayt101","reyna102","romme101","passa901","(none)","boyej901","","",15384,"149","Greg Beston","Greg Beston","2004/05/26 9:41PM","",0,0,0,0,-1,0,0,0,164,9,4,5,7,8,1,1,11,9,"pagej101","overs101","","","lakee101",5,"campp101",3,"wertv101",9,"everh101",7,"robia101",2,"grotj102",8,"kolld101",4,"lipoj101",6,"grayt101",1,"colej106",4,"rizzp101",6,"kellc101",9,"henrt101",3,"berry101",2,"johnb108",5,"lindj101",7,"baueh101",8,"reyna102",1,"houta101","pagej101"
"NYA194906261","19490626",1,"Sunday",0,"F","D","DET","NYA","NYC16","houta101","lopae101","boyej901","romme101","(none)","passa901","","",0,"126","Comly","Comly","1999/10/28 11:24PM","",1,0,0,0,-1,0,0,0,116,9,2,6,7,11,2,2,6,5,"lopae101","troud101","","","campp101",3,"lakee101",5,"wertv101",9,"everh101",7,"kolld101",4,"grotj102",8,"lipoj101",6,"swifb102",2,"houta101",1,"colej106",4,"rizzp101",6,"woodg101",9,"henrt101",3,"berry101",2,"johnb108",5,"lindj101",7,"mapec101",8,"lopae101",1,"overs101",""
"NYA194906262","19490626",2,"Sunday",0,"F","D","DET","NYA","NYC16","grism101","rascv101","romme101","passa901","(none)","boyej901","","",62382,"126","Comly","Comly","1999/10/28 11:34PM","",1,0,0,0,-1,0,0,0,138,9,12,4,14,11,0,0,8,10,"hutcf101","rascv101","","","lakee101",5,"campp101",3,"mullp101",7,"wertv101",9,"everh101",8,"robia101",2,"kolld101",4,"lipoj101",6,"grism101",1,"colej106",4,"rizzp101",6,"woodg101",9,"henrt101",3,"berry101",2,"kellc101",7,"johnb108",5,"mapec101",8,"rascv101",1,"hutcf101","sheas101"
"NYA194907041","19490704",1,"Monday",0,"F","D","BOS","NYA","NYC16","mastw101","rascv101","papaj901","hubbc901","(none)","berrc103","","",0,"126","Comly","Comly","1999/10/30 4:44PM","",1,0,0,0,-1,0,0,0,160,9,2,3,10,5,1,2,13,8,"rascv101","mastw101","","","dimad101",8,"peskj101",5,"willt103",7,"stepv101",6,"zaria101",9,"doerb101",4,"goodb101",3,"tebbb101",2,"mastw101",1,"colej106",4,"rizzp101",6,"woodg101",7,"dimaj101",8,"berry101",2,"johnb108",5,"kryhd101",3,"mapec101",9,"rascv101",1,"kinde101",""
"NYA194907042","19490704",2,"Monday",0,"F","D","BOS","NYA","NYC16","parnm101","sanff101","hubbc901","berrc103","(none)","papaj901","","",63876,"126","Comly/Smith","Comly/Smith","1999/10/30 4:54PM","",1,0,0,0,-1,0,0,0,146,8,4,6,6,11,1,1,8,8,"marsc101","parnm101","","","dimad101",8,"peskj101",5,"willt103",7,"stepv101",6,"zaria101",9,"doerb101",4,"goodb101",3,"battm101",2,"parnm101",1,"colej106",4,"rizzp101",6,"baueh101",9,"dimaj101",8,"lindj101",7,"johnb108",5,"silvc101",2,"kryhd101",3,"sanff101",1,"","marsc101"
"NYA194907050","19490705",0,"Tuesday",0,"F","N","BOS","NYA","NYC16","mcdem102","lopae101","berrc103","papaj901","(none)","hubbc901","","",60252,"149","Greg Beston","Greg Beston","2004/05/29 10:10AM","",0,0,0,0,-1,0,0,4,161,9,4,2,14,4,0,1,14,9,"mcdem102","lopae101","","","dimad101",8,"peskj101",5,"willt103",7,"stepv101",6,"doerb101",4,"goodb101",3,"obrit103",9,"battm101",2,"mcdem102",1,"colej106",4,"rizzp101",6,"baueh101",9,"dimaj101",8,"berry101",2,"johnb108",5,"lindj101",7,"kryhd101",3,"lopae101",1,"","sheas101"
"NYA194907080","19490708",0,"Friday",0,"F","N","WS1","NYA","NYC16","harrm101","marsc101","grieb901","honoj901","stevj901","summb901","","",35845,"14","Mugler","Mugler","1999/10/13 8:39PM","",0,0,0,0,-1,0,0,0,195,12,3,4,6,9,1,0,13,7,"pagej101","harrm101","","","robes102",4,"lewib103",9,"stewb101",7,"vollc101",8,"robie101",3,"yoste101",5,"dents101",6,"earlj101",2,"harrm101",1,"colej106",4,"rizzp101",6,"baueh101",9,"dimaj101",8,"berry101",2,"johnb108",3,"lindj101",7,"stirs101",5,"marsc101",1,"","pagej101"
"NYA194907090","19490709",0,"Saturday",0,"F","D","WS1","NYA","NYC16","calvp101","rascv101","honoj901","stevj901","summb901","grieb901","","",17591,"14","Mugler","Mugler","1999/10/13 9:10PM","",0,0,0,0,-1,0,0,0,155,9,7,5,11,6,2,2,11,4,"hittl101","rascv101","haynj101","","robes102",4,"lewib103",9,"stewb101",7,"vollc101",8,"robie101",3,"yoste101",5,"dents101",6,"earlj101",2,"calvp101",1,"colej106",4,"rizzp101",6,"woodg101",7,"dimaj101",8,"berry101",2,"johnb108",5,"kryhd101",3,"mapec101",9,"rascv101",1,"haynj101","sheas101"
"NYA194907250","19490725",0,"Monday",0,"F","N","CLE","NYA","NYC16","wynne101","rascv101","joner901","hurle901","mcgob901","mckib901","","",71354,"3","R.STIEGLITZ","R.STIEGLITZ","1995/04/06 9:14PM","",1,0,0,0,-1,0,0,0,164,9,4,2,11,8,0,1,9,7,"wynne101","rascv101","paigs101","","mitcd101",7,"tuckt102",8,"vernm101",3,"dobyl101",9,"gordj101",4,"boudl101",5,"boonr101",6,"hegaj101",2,"wynne101",1,"stirs101",4,"rizzp101",6,"henrt101",3,"dimaj101",8,"browb105",5,"woodg101",7,"baueh101",9,"niarg101",2,"rascv101",1,"paigs101",""
"NYA194907280","19490728",0,"Thursday",0,"F","D","CLE","NYA","NYC16","lemob101","reyna102","hurle901","mcgob901","mckib901","joner901","","",39135,"3","R.STIEGLITZ","R.STIEGLITZ","1995/04/07 7:10AM","",1,0,0,0,-1,0,0,0,160,9,2,3,6,6,2,0,7,11,"reyna102","lemob101","pagej101","","mitcd101",7,"tuckt102",8,"vernm101",3,"dobyl101",9,"gordj101",4,"boudl101",5,"boonr101",6,"hegaj101",2,"lemob101",1,"woodg101",7,"rizzp101",6,"henrt101",3,"dimaj101",8,"berry101",2,"browb105",5,"baueh101",9,"stirs101",4,"reyna102",1,"","pagej101"
"NYA194907290","19490729",0,"Friday",0,"F","N","CHA","NYA","NYC16","haefm101","byrnt101","joner901","mckib901","mcgob901","hurle901","","",33508,"104","David W. Smith","David W. Smith","2011/03/13 8:43AM","",1,0,0,0,-1,0,0,0,144,9,2,3,6,7,0,1,11,9,"byrnt101","haefm101","pagej101","","adamh101",7,"phild102",9,"appll101",6,"michc101",4,"maloe101",2,"metkg101",8,"rhawr101",5,"soucb101",3,"haefm101",1,"stirs101",4,"rizzp101",6,"henrt101",3,"dimaj101",8,"lindj101",7,"johnb108",5,"berry101",2,"baueh101",9,"byrnt101",1,"","pagej101"
"NYA194907300","19490730",0,"Saturday",0,"F","D","CHA","NYA","NYC16","wighb101","rascv101","mckib901","mcgob901","hurle901","joner901","","",13801,"52","Mark Pankin","Mark Pankin","2014/02/05 20:53","",1,0,98,0,-1,0,0,0,172,9,9,2,14,6,0,1,10,4,"wighb101","rascv101","kliee101","","adamh101",7,"phild102",9,"appll101",6,"michc101",4,"metkg101",8,"kresc101",3,"bakef103",5,"wheed101",2,"wighb101",1,"stirs101",4,"rizzp101",6,"henrt101",3,"dimaj101",8,"lindj101",7,"johnb108",5,"berry101",2,"baueh101",9,"rascv101",1,"kliee101","buxtr101"
"NYA194907311","19490731",1,"Sunday",0,"F","D","CHA","NYA","NYC16","pierb101","lopae101","mcgob901","hurle901","joner901","mckib901","","",0,"227","DWV","DWV","2013/08/21 4:27PM","",0,0,0,0,-1,0,0,0,146,9,2,3,9,7,2,1,5,11,"lopae101","pierb101","","","adamh101",7,"phild102",9,"appll101",6,"michc101",4,"metkg101",8,"rhawr101",5,"kresc101",3,"maloe101",2,"pierb101",1,"baueh101",9,"rizzp101",6,"henrt101",3,"dimaj101",8,"berry101",2,"johnb108",5,"lindj101",7,"stirs101",4,"lopae101",1,"",""
"NYA194907312","19490731",2,"Sunday",0,"F","D","CHA","NYA","NYC16","kuzab101","pilld101","hurle901","joner901","mckib901","mcgob901","","",40719,"206","D Lamoureaux","D Lamoureaux","2003/07/05 3:37PM","",0,0,0,0,-1,0,0,0,171,10,2,1,10,6,1,1,8,12,"kuzab101","pilld101","","","adamh101",7,"phild102",9,"appll101",6,"michc101",4,"kresc101",3,"metkg101",8,"wheed101",2,"bakef103",5,"kuzab101",1,"baueh101",9,"rizzp101",6,"henrt101",3,"dimaj101",8,"johnb108",5,"lindj101",7,"stirs101",4,"silvc101",2,"pilld101",1,"",""
"NYA194908020","19490802",0,"Tuesday",0,"F","N","DET","NYA","NYC16","newhh101","reyna102","honoj901","summb901","(none)","grieb901","","",57238,"NY Mirror","DWV","DWV","2013/06/09 10:37AM","",0,0,0,0,-1,0,0,0,151,9,10,2,14,10,0,2,9,8,"newhh101","reyna102","","","kolld101",3,"mullp101",8,"waked101",7,"wertv101",9,"kellg102",5,"robia101",2,"lipoj101",6,"berrn101",4,"newhh101",1,"rizzp101",6,"henrt101",3,"berry101",2,"dimaj101",8,"johnb108",5,"lindj101",7,"baueh101",9,"colej106",4,"reyna102",1,"","buxtr101"
"NYA194908030","19490803",0,"Wednesday",0,"F","D","DET","NYA","NYC16","houta101","byrnt101","summb901","grieb901","(none)","honoj901","","",15253,"276","DWV","DWV","2013/06/09 11:35AM","",0,0,0,0,-1,0,0,0,145,9,5,7,9,10,0,1,8,4,"pagej101","grism101","","","berrn101",4,"kolld101",3,"kellg102",5,"wertv101",9,"grotj102",8,"everh101",7,"lipoj101",6,"swifb102",2,"houta101",1,"rizzp101",6,"henrt101",3,"berry101",2,"dimaj101",8,"browb105",5,"mapec101",9,"baueh101",7,"colej106",4,"byrnt101",1,"trucv101","pagej101"
